current_name,pre_nomos,pre_dimos
ΠΕΝΤΑΚΟΡΦΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΕΝΤΑΚΟΡΦΟΥ
ΠΟΤΑΜΟΥΛΑΣ ΤΡΙΧΩΝΙΔΟΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΟΤΑΜΟΥΛΑΣ ΤΡΙΧΩΝΙΔΟΣ
ΣΑΡΓΙΑΔΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΑΡΓΙΑΔΑΣ
ΣΙΔΗΡΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΙΔΗΡΩΝ
ΧΟΥΝΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΧΟΥΝΗΣ
ΨΗΛΟΒΡΑΧΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΨΗΛΟΒΡΑΧΟΥ
ΛΕΠΕΝΟΥΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΛΕΠΕΝΟΥΣ
ΓΟΥΡΙΩΤΙΣΣΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΓΟΥΡΙΩΤΙΣΣΗΣ
ΚΑΣΤΡΑΚΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΣΤΡΑΚΙΟΥ
ΚΥΨΕΛΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΥΨΕΛΗΣ
ΜΑΤΣΟΥΚΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΑΤΣΟΥΚΙΟΥ
ΟΧΘΙΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΟΧΘΙΩΝ
ΡΙΓΑΝΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΡΙΓΑΝΗΣ
ΣΤΡΑΤΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΤΡΑΤΟΥ
ΒΟΝΙΤΣΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΟΝΙΤΣΗΣ
ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ ΒΟΝΙΤΣΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ ΒΟΝΙΤΣΗΣ
ΔΡΥΜΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΔΡΥΜΟΥ
ΘΥΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΘΥΡΙΟΥ
ΜΟΝΑΣΤΗΡΑΚΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΟΝΑΣΤΗΡΑΚΙΟΥ
ΠΑΛΙΑΜΠΕΛΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΑΛΙΑΜΠΕΛΩΝ
ΚΑΤΟΥΝΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΤΟΥΝΑΣ
ΑΕΤΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΕΤΟΥ
ΑΧΥΡΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΧΥΡΩΝ
ΚΟΜΠΩΤΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΟΜΠΩΤΗΣ
ΚΟΝΟΠΙΝΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΟΝΟΠΙΝΑΣ
ΤΡΥΦΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΤΡΥΦΟΥ
ΠΑΛΑΙΡΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΑΛΑΙΡΟΥ
ΒΑΤΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΑΤΟΥ
ΠΕΡΑΤΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΕΡΑΤΙΑΣ
ΠΛΑΓΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΛΑΓΙΑΣ
ΠΟΓΩΝΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΟΓΩΝΙΑΣ
ΑΜΦΙΛΟΧΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΜΦΙΛΟΧΙΑΣ
ΑΜΠΕΛΑΚΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΜΠΕΛΑΚΙΟΥ
ΑΝΟΙΞΙΑΤΙΚΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΝΟΙΞΙΑΤΙΚΟΥ
ΒΑΡΕΤΑΔΑ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΑΡΕΤΑΔΑ
ΚΕΧΡΙΝΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΕΧΡΙΝΙΑΣ
ΛΟΥΤΡΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΛΟΥΤΡΟΥ
ΜΕΓΑ ΚΑΜΠΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΕΓΑ ΚΑΜΠΟΥ
ΣΑΡΔΙΝΙΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΑΡΔΙΝΙΩΝ
ΣΠΑΡΤΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΠΑΡΤΟΥ
ΣΤΑΝΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΤΑΝΟΥ
ΑΓΡΙΔΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΓΡΙΔΙΟΥ
ΑΛΕΥΡΑΔΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΛΕΥΡΑΔΑΣ
ΑΜΟΡΓΙΑΝΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΜΟΡΓΙΑΝΩΝ
ΒΡΟΥΒΙΑΝΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΡΟΥΒΙΑΝΩΝ
ΓΙΑΝΝΟΠΟΥΛΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΓΙΑΝΝΟΠΟΥΛΩΝ
ΕΜΠΕΣΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΕΜΠΕΣΟΥ
ΜΑΛΕΣΙΑΔΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΑΛΕΣΙΑΔΑΣ
ΜΠΑΜΠΑΛΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΠΑΜΠΑΛΙΟΥ
ΠΑΤΙΟΠΟΥΛΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΑΤΙΟΠΟΥΛΟΥ
ΠΕΡΔΙΚΑΚΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΕΡΔΙΚΑΚΙΟΥ
ΠΕΤΡΩΝΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΕΤΡΩΝΑΣ
ΠΟΔΟΓΟΡΑ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΟΔΟΓΟΡΑ
ΣΤΑΘΑ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΤΑΘΑ
ΤΡΙΚΛΙΝΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΤΡΙΚΛΙΝΟΥ
ΧΑΛΚΙΟΠΟΥΛΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΧΑΛΚΙΟΠΟΥΛΩΝ
ΜΕΝΙΔΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΕΝΙΔΙΟΥ
ΦΛΩΡΙΑΔΟΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΦΛΩΡΙΑΔΟΣ
ΘΕΡΜΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΘΕΡΜΟΥ
ΑΒΑΡΙΚΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΒΑΡΙΚΟΥ
ΑΓΙΑΣ ΣΟΦΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΓΙΑΣ ΣΟΦΙΑΣ
ΑΕΤΟΠΕΤΡΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΕΤΟΠΕΤΡΑΣ
ΑΜΒΡΑΚΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΜΒΡΑΚΙΑΣ
ΑΝΑΛΗΨΕΩΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΝΑΛΗΨΕΩΣ
ΑΡΓΥΡΟΥ ΠΗΓΑΔΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΡΓΥΡΟΥ ΠΗΓΑΔΙΟΥ
ΔΙΑΣΕΛΛΑΚΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΔΙΑΣΕΛΛΑΚΙΟΥ
ΔΙΠΛΑΤΑΝΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΔΙΠΛΑΤΑΝΟΥ
ΔΡΥΜΩΝΟΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΔΡΥΜΩΝΟΣ
ΚΑΛΟΥΔΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΛΟΥΔΙΟΥ
ΚΑΤΩ ΧΡΥΣΟΒΙΤΣΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΤΩ ΧΡΥΣΟΒΙΤΣΗΣ
ΚΟΚΚΙΝΟΒΡΥΣΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΟΚΚΙΝΟΒΡΥΣΗΣ
ΚΟΝΙΣΚΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΟΝΙΣΚΗΣ
ΛΕΥΚΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΛΕΥΚΟΥ
ΜΥΡΤΕΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΥΡΤΕΑΣ
ΝΕΡΟΧΩΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΝΕΡΟΧΩΡΙΟΥ
ΠΑΜΦΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΑΜΦΙΟΥ
ΠΕΡΚΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΕΡΚΟΥ
ΠΕΤΡΟΧΩΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΕΤΡΟΧΩΡΙΟΥ
ΣΙΤΑΡΑΛΩΝΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΙΤΑΡΑΛΩΝΩΝ
ΧΑΛΙΚΙΟΥ ΑΜΒΡΑΚΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΧΑΛΙΚΙΟΥ ΑΜΒΡΑΚΙΑΣ
ΧΡΥΣΟΒΙΤΣΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΧΡΥΣΟΒΙΤΣΑΣ
ΑΙΤΩΛΙΚΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΙΤΩΛΙΚΟΥ
ΑΓΙΟΥ ΗΛΙΑ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΓΙΟΥ ΗΛΙΑ
ΣΤΑΜΝΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΤΑΜΝΑΣ
ΦΡΑΓΚΟΥΛΑΙΙΚΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΦΡΑΓΚΟΥΛΑΙΙΚΩΝ
ΧΡΥΣΟΒΕΡΓΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΧΡΥΣΟΒΕΡΓΙΟΥ
ΜΕΣΟΛΟΓΓΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΕΣΟΛΟΓΓΙΟΥ
ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ
ΑΓΙΟΥ ΘΩΜΑ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΓΙΟΥ ΘΩΜΑ
ΑΝΩ ΚΟΥΔΟΥΝΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΝΩ ΚΟΥΔΟΥΝΙΟΥ
ΕΛΛΗΝΙΚΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΕΛΛΗΝΙΚΩΝ
ΕΥΗΝΟΧΩΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΕΥΗΝΟΧΩΡΙΟΥ
ΜΟΥΣΟΥΡΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΟΥΣΟΥΡΩΝ
ΡΕΤΣΙΝΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΡΕΤΣΙΝΩΝ
ΚΑΤΟΧΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΤΟΧΗΣ
ΝΕΟΧΩΡΙΟΥ ΜΕΣΟΛΟΓΓΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΝΕΟΧΩΡΙΟΥ ΜΕΣΟΛΟΓΓΙΟΥ
ΓΟΥΡΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΓΟΥΡΙΑΣ
ΛΕΣΙΝΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΛΕΣΙΝΙΟΥ
ΜΑΣΤΡΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΑΣΤΡΟΥ
ΠΕΝΤΑΛΟΦΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΕΝΤΑΛΟΦΟΥ
ΑΝΤΙΡΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΝΤΙΡΡΙΟΥ
ΜΑΚΥΝΕΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΑΚΥΝΕΙΑΣ
ΜΟΛΥΚΡΕΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΟΛΥΚΡΕΙΟΥ
ΑΜΠΕΛΑΚΙΩΤΙΣΣΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΜΠΕΛΑΚΙΩΤΙΣΣΗΣ
ΑΝΑΒΡΥΤΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΝΑΒΡΥΤΗΣ
ΑΝΩ ΧΩΡΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΝΩ ΧΩΡΑΣ
ΑΣΠΡΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΣΠΡΙΑΣ
ΓΡΑΜΜΕΝΗΣ ΟΞΥΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΓΡΑΜΜΕΝΗΣ ΟΞΥΑΣ
ΓΡΗΓΟΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΓΡΗΓΟΡΙΟΥ
ΕΛΑΤΟΒΡΥΣΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΕΛΑΤΟΒΡΥΣΗΣ
ΕΛΑΤΟΥΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΕΛΑΤΟΥΣ
ΚΑΛΛΟΝΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΛΛΟΝΗΣ
ΚΑΤΑΦΥΓΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΤΑΦΥΓΙΟΥ
ΚΑΤΩ ΧΩΡΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΤΩ ΧΩΡΑΣ
ΚΕΝΤΡΙΚΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΕΝΤΡΙΚΗΣ
ΚΟΚΚΙΝΟΧΩΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΟΚΚΙΝΟΧΩΡΙΟΥ
ΚΡΥΟΝΕΡΙΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΡΥΟΝΕΡΙΩΝ
ΚΥΔΩΝΕΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΥΔΩΝΕΑΣ
ΛΕΥΚΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΛΕΥΚΑΣ
ΛΙΜΝΙΤΣΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΛΙΜΝΙΤΣΗΣ
ΜΑΝΔΡΙΝΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΑΝΔΡΙΝΗΣ
ΠΟΔΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΟΔΟΥ
ΤΕΡΨΙΘΕΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΤΕΡΨΙΘΕΑΣ
ΝΑΥΠΑΚΤΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΝΑΥΠΑΚΤΟΥ
ΑΦΡΟΞΥΛΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΦΡΟΞΥΛΙΑΣ
ΒΕΛΒΙΝΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΕΛΒΙΝΑΣ
ΒΛΑΧΟΜΑΝΔΡΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΛΑΧΟΜΑΝΔΡΑΣ
ΒΟΜΒΟΚΟΥΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΟΜΒΟΚΟΥΣ
ΔΑΦΝΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΔΑΦΝΗΣ
ΛΥΓΙΑ,ΑΙΤΩΛ/ΝΙΑΣ,ΛΥΓΙΑ
ΜΑΜΟΥΛΑΔΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΑΜΟΥΛΑΔΑΣ
ΝΕΟΚΑΣΤΡΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΝΕΟΚΑΣΤΡΟΥ
ΞΗΡΟΠΗΓΑΔΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΞΗΡΟΠΗΓΑΔΟΥ
ΠΑΛΑΙΟΧΩΡΑΚΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΑΛΑΙΟΧΩΡΑΚΙΟΥ
ΠΙΤΣΙΝΑΙΙΚΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΙΤΣΙΝΑΙΙΚΩΝ
ΡΙΓΑΝΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΡΙΓΑΝΙΟΥ
ΣΚΑΛΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΚΑΛΑΣ
ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ
ΑΡΑΧΟΒΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΡΑΧΟΒΗΣ
ΑΧΛΑΔΟΚΑΣΤΡΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΧΛΑΔΟΚΑΣΤΡΟΥ
ΔΕΝΔΡΟΧΩΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΔΕΝΔΡΟΧΩΡΙΟΥ
ΚΑΣΤΑΝΕΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΣΤΑΝΕΑΣ
ΚΛΕΠΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΛΕΠΑΣ
ΛΙΒΑΔΑΚΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΛΙΒΑΔΑΚΙΟΥ
ΝΕΟΧΩΡΙΟΥ ΝΑΥΠΑΚΤΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΝΕΟΧΩΡΙΟΥ ΝΑΥΠΑΚΤΙΑΣ
ΠΕΡΔΙΚΟΒΡΥΣΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΕΡΔΙΚΟΒΡΥΣΗΣ
ΠΕΡΙΣΤΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΕΡΙΣΤΗΣ
ΠΛΑΤΑΝΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΛΑΤΑΝΟΥ
ΧΟΜΟΡΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΧΟΜΟΡΗΣ
ΑΝΘΟΦΥΤΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΝΘΟΦΥΤΟΥ
ΓΑΒΡΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΓΑΒΡΟΥ
ΔΟΡΒΙΤΣΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΔΟΡΒΙΤΣΙΑΣ
ΕΛΕΥΘΕΡΙΑΝΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΕΛΕΥΘΕΡΙΑΝΗΣ
ΜΗΛΕΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΗΛΕΑΣ
ΠΑΛΑΙΟΠΥΡΓΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΑΛΑΙΟΠΥΡΓΟΥ
ΠΟΚΙΣΤΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΟΚΙΣΤΗΣ
ΣΙΜΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΙΜΟΥ
ΣΤΡΑΝΩΜΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΤΡΑΝΩΜΗΣ
ΣΤΥΛΙΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΤΥΛΙΑΣ
ΦΑΜΙΛΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΦΑΜΙΛΑΣ
ΑΝΩ ΒΑΣΙΛΙΚΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΝΩ ΒΑΣΙΛΙΚΗΣ
ΒΑΣΙΛΙΚΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΑΣΙΛΙΚΗΣ
ΓΑΒΡΟΛΙΜΝΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΓΑΒΡΟΛΙΜΝΗΣ
ΓΑΛΑΤΑ,ΑΙΤΩΛ/ΝΙΑΣ,ΓΑΛΑΤΑ
ΚΑΛΑΒΡΟΥΖΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΛΑΒΡΟΥΖΗΣ
ΠΕΡΙΘΩΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΕΡΙΘΩΡΙΟΥ
ΤΡΙΚΟΡΦΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΤΡΙΚΟΡΦΟΥ
ΑΡΧΟΝΤΟΧΩΡΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΡΧΟΝΤΟΧΩΡΙΟΥ
ΒΑΡΝΑΚΑ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΑΡΝΑΚΑ
ΚΑΝΔΗΛΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΝΔΗΛΑΣ
ΜΥΤΙΚΑ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΥΤΙΚΑ
ΠΑΝΑΓΟΥΛΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΑΝΑΓΟΥΛΑΣ
ΑΣΤΑΚΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΣΤΑΚΟΥ
ΑΓΡΑΜΠΕΛΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΑΓΡΑΜΠΕΛΩΝ
ΒΑΣΙΛΟΠΟΥΛΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΑΣΙΛΟΠΟΥΛΟΥ
ΒΛΙΖΙΑΝΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΒΛΙΖΙΑΝΩΝ
ΚΑΡΑΪΣΚΑΚΗ,ΑΙΤΩΛ/ΝΙΑΣ,ΚΑΡΑΪΣΚΑΚΗ
ΜΑΧΑΙΡΑ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΑΧΑΙΡΑ
ΜΠΑΜΠΙΝΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΜΠΑΜΠΙΝΗΣ
ΠΑΛΑΙΟΜΑΝΙΝΑΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΑΛΑΙΟΜΑΝΙΝΑΣ
ΠΡΟΔΡΟΜΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΡΟΔΡΟΜΟΥ
ΣΚΟΥΡΤΟΥΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΚΟΥΡΤΟΥΣ
ΣΤΡΟΓΓΥΛΟΒΟΥΝΙΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΣΤΡΟΓΓΥΛΟΒΟΥΝΙΟΥ
ΧΡΥΣΟΒΙΤΣΗΣ ΒΟΝΙΤΣΗΣ,ΑΙΤΩΛ/ΝΙΑΣ,ΧΡΥΣΟΒΙΤΣΗΣ ΒΟΝΙΤΣΗΣ
ΠΑΠΠΑΔΑΤΟΥ,ΑΙΤΩΛ/ΝΙΑΣ,ΠΑΠΠΑΔΑΤΟΥ
ΦΥΤΕΙΩΝ,ΑΙΤΩΛ/ΝΙΑΣ,ΦΥΤΕΙΩΝ
ΑΙΓΕΙΡΑΣ,ΑΧΑΪΑΣ,ΑΙΓΕΙΡΑΣ
ΑΙΓΩΝ,ΑΧΑΪΑΣ,ΑΙΓΩΝ
ΑΜΠΕΛΟΚΗΠΩΝ,ΑΧΑΪΑΣ,ΑΜΠΕΛΟΚΗΠΩΝ
ΒΕΛΑΣ,ΑΧΑΪΑΣ,ΒΕΛΑΣ
ΕΞΟΧΗΣ,ΑΧΑΪΑΣ,ΕΞΟΧΗΣ
ΜΟΝΑΣΤΗΡΙΟΥ,ΑΧΑΪΑΣ,ΜΟΝΑΣΤΗΡΙΟΥ
ΟΑΣΕΩΣ,ΑΧΑΪΑΣ,ΟΑΣΕΩΣ
ΠΕΡΙΘΩΡΙΟΥ,ΑΧΑΪΑΣ,ΠΕΡΙΘΩΡΙΟΥ
ΣΕΛΙΑΝΑΣ,ΑΧΑΪΑΣ,ΣΕΛΙΑΝΑΣ
ΣΙΝΕΒΡΟΥ,ΑΧΑΪΑΣ,ΣΙΝΕΒΡΟΥ
ΧΡΥΣΑΝΘΙΟΥ,ΑΧΑΪΑΣ,ΧΡΥΣΑΝΘΙΟΥ
ΑΙΓΙΟΥ,ΑΧΑΪΑΣ,ΑΙΓΙΟΥ
ΒΑΛΙΜΙΤΙΚΩΝ,ΑΧΑΪΑΣ,ΒΑΛΙΜΙΤΙΚΩΝ
ΔΑΦΝΩΝ,ΑΧΑΪΑΣ,ΔΑΦΝΩΝ
ΔΙΓΕΛΙΩΤΙΚΩΝ,ΑΧΑΪΑΣ,ΔΙΓΕΛΙΩΤΙΚΩΝ
ΚΟΥΛΟΥΡΑΣ,ΑΧΑΪΑΣ,ΚΟΥΛΟΥΡΑΣ
ΚΟΥΜΑΡΗ,ΑΧΑΪΑΣ,ΚΟΥΜΑΡΗ
ΚΟΥΝΙΝΑΣ,ΑΧΑΪΑΣ,ΚΟΥΝΙΝΑΣ
ΜΑΥΡΙΚΙΟΥ,ΑΧΑΪΑΣ,ΜΑΥΡΙΚΙΟΥ
ΜΕΛΙΣΣΙΩΝ,ΑΧΑΪΑΣ,ΜΕΛΙΣΣΙΩΝ
ΠΑΡΑΣΚΕΥΗΣ,ΑΧΑΪΑΣ,ΠΑΡΑΣΚΕΥΗΣ
ΠΤΕΡΗΣ,ΑΧΑΪΑΣ,ΠΤΕΡΗΣ
ΣΕΛΙΝΟΥΝΤΟΣ,ΑΧΑΪΑΣ,ΣΕΛΙΝΟΥΝΤΟΣ
